gameId,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,offenseFormation,personnel.offense,defendersInTheBox,numberOfPassRushers,personnel.defense,HomeScoreBeforePlay,VisitorScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreAfterPlay,isPenalty,isSTPlay,SpecialTeamsPlayType,KickReturnYardage,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription
2017091004,661,1,5:32:00,2,9,ARI,DET,12,SINGLEBACK,"1 RB, 0 TE, 4 WR",5,NA,"4 DL, 1 LB, 6 DB",0,7,0,7,FALSE,FALSE,NA,NA,NA,NA,NA,1,(5:32) Da.Johnson right end to DET 11 for 1 yard (T.Wilson).
2017091004,694,1,4:49:00,3,8,ARI,DET,11,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"4 DL, 1 LB, 6 DB",0,7,0,7,FALSE,FALSE,NA,NA,10,I,NA,0,(4:49) (Shotgun) C.Palmer pass incomplete short middle to L.Fitzgerald (Q.Diggs).
2017091004,716,1,4:40:00,4,8,ARI,DET,11,NA,NA,NA,NA,NA,0,7,0,7,TRUE,TRUE,Field Goal,NA,NA,NA,NA,6,"(4:40) P.Dawson 29 yard field goal is GOOD, NULLIFIED by Penalty, Center-A.Brewer, Holder-A.Lee. PENALTY on DET-A.Zettel, Leverage, 6 yards, enforced at DET 11 - No Play."
2017091004,757,1,4:36:00,1,5,ARI,DET,5,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,6,"4 DL, 3 LB, 4 DB",0,7,0,7,FALSE,FALSE,NA,NA,-1,C,3,2,(4:36) C.Palmer pass short right to Da.Johnson pushed ob at DET 3 for 2 yards (G.Quin) [C.Washington].
2017091004,781,1,4:04:00,2,3,ARI,DET,3,PISTOL,"1 RB, 1 TE, 3 WR",7,NA,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,NA,NA,NA,1,(4:04) (Shotgun) Da.Johnson up the middle to DET 2 for 1 yard (A.Zettel).
2017091004,802,1,3:22:00,3,2,ARI,DET,2,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",0,7,0,7,FALSE,FALSE,NA,NA,-5,C,1,-4,(3:22) (Shotgun) C.Palmer pass short right to J.Gresham to DET 6 for -4 yards (M.Killebrew).
2017091004,826,1,2:46:00,4,6,ARI,DET,6,NA,NA,NA,NA,NA,0,7,0,10,FALSE,TRUE,Field Goal,NA,NA,NA,NA,0,"(2:46) P.Dawson 24 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee."
2017091004,851,1,2:40:00,0,0,ARI,ARI,35,NA,NA,NA,NA,NA,0,10,0,10,FALSE,TRUE,Kickoff,13,NA,NA,NA,58,P.Dawson kicks 71 yards from ARZ 35 to DET -6. D.Washington to DET 7 for 13 yards (E.Penny).
2017091004,876,1,2:35:00,1,10,DET,DET,7,SINGLEBACK,"1 RB, 1 TE, 3 WR",6,NA,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,1,(2:35) A.Abdullah right tackle to DET 8 for 1 yard (T.Mathieu).
2017091004,897,1,2:02:00,2,9,DET,DET,8,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,-2,C,9,7,"(2:02) (No Huddle, Shotgun) M.Stafford pass short right to G.Tate to DET 15 for 7 yards (A.Bethea)."
2017091004,921,1,1:18:00,3,2,DET,DET,15,SHOTGUN,"1 RB, 1 TE, 3 WR",6,3,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,2,C,0,2,"(1:18) (No Huddle, Shotgun) M.Stafford pass short right to T.Riddick to DET 17 for 2 yards (J.Bynes) [F.Rucker]."
2017091004,945,1,0:46:00,1,10,DET,DET,17,SINGLEBACK,"1 RB, 1 TE, 3 WR",7,NA,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,-1,(:46) (No Huddle) T.Riddick right end to DET 16 for -1 yards (C.Jones).
2017091004,966,1,0:24:00,2,11,DET,DET,16,SHOTGUN,"1 RB, 1 TE, 3 WR",6,6,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,6,C,3,9,"(:24) (No Huddle, Shotgun) M.Stafford pass short right to K.Golladay to DET 25 for 9 yards (J.Bynes)."
2017091004,1030,2,15:00:00,3,7,DET,DET,20,SHOTGUN,"1 RB, 2 TE, 2 WR",6,4,"2 DL, 3 LB, 6 DB",0,10,0,10,TRUE,FALSE,NA,NA,16,C,2,18,"(15:00) (Shotgun) M.Stafford pass deep middle to G.Tate to DET 38 for 18 yards (T.Branch). Penalty on ARZ-P.Peterson, Defensive Holding, declined."
2017091004,1065,2,14:27:00,1,10,DET,DET,38,SHOTGUN,"1 RB, 1 TE, 3 WR",6,NA,"3 DL, 3 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,3,(14:27) (Shotgun) A.Abdullah left tackle to DET 41 for 3 yards (K.Dansby).
2017091004,1086,2,14:01:00,2,7,DET,DET,41,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,4,C,2,6,"(14:01) (No Huddle, Shotgun) M.Stafford pass short middle to G.Tate to DET 47 for 6 yards (H.Reddick)."
2017091004,1110,2,13:16:00,3,1,DET,DET,47,EMPTY,"1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,-1,C,0,-1,"(13:16) (No Huddle, Shotgun) M.Stafford pass short left to T.Riddick to DET 46 for -1 yards (H.Reddick)."
2017091004,1134,2,13:16:00,4,2,DET,DET,46,NA,NA,NA,NA,NA,0,10,0,10,FALSE,TRUE,Punt,NA,NA,NA,NA,32,"(13:16) M.Prater punts 32 yards to ARZ 22, Center-D.Muhlbach, fair catch by K.Williams."
2017091004,1157,2,12:37:00,1,10,ARI,ARI,22,SINGLEBACK,"1 RB, 2 TE, 2 WR",7,5,"4 DL, 3 LB, 4 DB",0,10,0,10,FALSE,FALSE,NA,NA,11,I,NA,0,(12:37) C.Palmer pass incomplete short left to J.Brown.
2017091004,1179,2,12:33:00,2,10,ARI,ARI,22,SINGLEBACK,"1 RB, 0 TE, 4 WR",5,NA,"4 DL, 1 LB, 6 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,3,(12:33) Da.Johnson left tackle to ARZ 25 for 3 yards (A.Spence).
2017091004,1200,2,11:53:00,3,7,ARI,ARI,25,SHOTGUN,"1 RB, 1 TE, 3 WR",6,6,"4 DL, 1 LB, 6 DB",0,10,0,10,FALSE,FALSE,NA,NA,6,C,27,33,(11:53) (Shotgun) C.Palmer pass short middle to L.Fitzgerald pushed ob at DET 42 for 33 yards (Q.Diggs).
2017091004,1224,2,11:20:00,1,10,ARI,DET,42,SINGLEBACK,"1 RB, 2 TE, 2 WR",6,5,"4 DL, 3 LB, 4 DB",0,10,0,10,FALSE,FALSE,NA,NA,-1,I,NA,0,(11:20) C.Palmer pass incomplete short right to Da.Johnson (H.Ngata).
2017091004,1281,2,10:49:00,2,25,ARI,ARI,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,24,IN,NA,0,(10:49) (Shotgun) C.Palmer pass deep middle intended for J.Brown INTERCEPTED by G.Quin at DET 33. G.Quin to ARZ 42 for 25 yards (J.Gresham).
2017091004,1342,2,10:19:00,1,20,DET,DET,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6,NA,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,5,(10:19) (Shotgun) A.Abdullah right tackle to ARZ 47 for 5 yards (H.Reddick; K.Dansby).
2017091004,1363,2,9:47:00,2,15,DET,ARI,47,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,1,C,2,3,"(9:47) (No Huddle, Shotgun) M.Stafford pass short right to A.Abdullah to ARZ 44 for 3 yards (H.Reddick)."
2017091004,1387,2,9:05:00,3,12,DET,ARI,44,SHOTGUN,"1 RB, 1 TE, 3 WR",5,NA,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,R,NA,15,"(9:05) (No Huddle, Shotgun) M.Stafford scrambles up the middle to ARZ 29 for 15 yards (T.Branch)."
2017091004,1413,2,8:19:00,1,10,DET,ARI,29,SHOTGUN,"1 RB, 1 TE, 3 WR",6,NA,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,5,"(8:19) (No Huddle, Shotgun) D.Washington up the middle to ARZ 24 for 5 yards (J.Mauro)."
2017091004,1434,2,7:40:00,2,5,DET,ARI,24,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,11,I,NA,0,"(7:40) (No Huddle, Shotgun) M.Stafford pass incomplete short middle to T.Jones (A.Bethea)."
2017091004,1457,2,7:33:00,3,5,DET,ARI,24,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,5,C,0,5,"(7:33) (No Huddle, Shotgun) M.Stafford pass short right to E.Ebron to ARZ 19 for 5 yards (T.Branch)."
2017091004,1481,2,7:09:00,1,10,DET,ARI,19,SHOTGUN,"1 RB, 1 TE, 3 WR",6,3,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,5,C,1,6,"(7:09) (No Huddle, Shotgun) M.Stafford pass short middle to G.Tate to ARZ 13 for 6 yards (K.Dansby)."
2017091004,1505,2,6:34:00,2,4,DET,ARI,13,SHOTGUN,"1 RB, 1 TE, 3 WR",6,NA,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,3,"(6:34) (No Huddle, Shotgun) A.Abdullah right tackle to ARZ 10 for 3 yards (H.Reddick)."
2017091004,1526,2,5:50:00,3,1,DET,ARI,10,I_FORM,"1 RB, 2 TE, 1 WR,1 DL",9,NA,"4 DL, 4 LB, 3 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,6,(5:50) A.Barrett reported in as eligible.  D.Washington right end to ARZ 4 for 6 yards (H.Reddick).
2017091004,1549,2,5:09:00,1,4,DET,ARI,4,PISTOL,"1 RB, 1 TE, 3 WR",7,NA,"2 DL, 4 LB, 5 DB",0,10,0,10,FALSE,FALSE,NA,NA,NA,NA,NA,-2,"(5:09) (No Huddle, Shotgun) A.Abdullah left tackle to ARZ 6 for -2 yards (C.Jones)."
2017091004,1570,2,4:30:00,2,6,DET,ARI,6,SHOTGUN,"1 RB, 2 TE, 2 WR",7,4,"3 DL, 4 LB, 4 DB",0,10,6,10,FALSE,FALSE,NA,NA,6,C,0,6,"(4:30) (No Huddle, Shotgun) M.Stafford pass short left to M.Jones for 6 yards, TOUCHDOWN."
2017091004,1590,2,4:22:00,0,0,DET,ARI,15,EMPTY,"6 OL, 0 RB, 2 TE, 0 WR,1 LS,1 K",8,NA,"4 DL, 3 LB, 4 DB",6,10,6,10,FALSE,FALSE,Extra Point,NA,NA,NA,NA,0,(Kick formation) TWO-POINT CONVERSION ATTEMPT. J.Rudock rushes right end. ATTEMPT FAILS.
2017091004,1611,2,4:22:00,0,0,DET,DET,35,NA,NA,NA,NA,NA,6,10,6,10,FALSE,TRUE,Kickoff,23,NA,NA,NA,45,M.Prater kicks 68 yards from DET 35 to ARZ -3. K.Williams to ARZ 20 for 23 yards (Ch.Washington).
2017091004,1633,2,4:17:00,1,10,ARI,ARI,20,SINGLEBACK,"1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,9,I,NA,0,"(4:17) C.Palmer pass short left intended for L.Fitzgerald INTERCEPTED by Q.Diggs at ARZ 29. Q.Diggs ran ob at ARZ 14 for 15 yards (J.Gresham). The Replay Official reviewed the pass interception ruling, and the play was REVERSED. C.Palmer pass incomplete short left to L.Fitzgerald."
2017091004,1699,2,4:15:00,2,10,ARI,ARI,20,EMPTY,"1 RB, 3 TE, 1 WR",6,4,"4 DL, 3 LB, 4 DB",6,10,6,10,FALSE,FALSE,NA,NA,26,I,NA,0,(4:15) (Shotgun) C.Palmer pass incomplete deep left to L.Fitzgerald.
2017091004,1725,2,4:10:00,3,10,ARI,ARI,20,SHOTGUN,"1 RB, 0 TE, 4 WR",5,4,"4 DL, 1 LB, 6 DB",6,10,6,10,FALSE,FALSE,NA,NA,30,I,NA,0,(4:10) (Shotgun) C.Palmer pass incomplete deep left.
2017091004,1747,2,4:00:00,4,10,ARI,ARI,20,NA,NA,NA,NA,NA,6,10,6,10,FALSE,TRUE,Punt,NA,NA,NA,NA,42,"(4:00) A.Lee punts 42 yards to DET 38, Center-A.Brewer, out of bounds."
2017091004,1769,2,3:54:00,1,10,DET,DET,38,SINGLEBACK,"1 RB, 2 TE, 2 WR",8,NA,"3 DL, 4 LB, 4 DB",6,10,6,10,FALSE,FALSE,NA,NA,NA,NA,NA,-4,(3:54) A.Abdullah left end to DET 34 for -4 yards (F.Rucker).
2017091004,1790,2,3:15:00,2,14,DET,DET,34,EMPTY,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,4,C,1,5,(3:15) (Shotgun) M.Stafford pass short right to G.Tate to DET 39 for 5 yards (J.Bynes).
2017091004,1814,2,2:31:00,3,9,DET,DET,39,SHOTGUN,"1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,1,C,0,1,"(2:31) (No Huddle, Shotgun) M.Stafford pass short right to T.Riddick to DET 40 for 1 yard (T.Branch) [C.Peters]."
2017091004,1838,2,2:01:00,4,8,DET,DET,40,NA,NA,NA,NA,NA,6,10,6,10,FALSE,TRUE,Punt,NA,NA,NA,NA,30,"(2:01) M.Prater punts 30 yards to ARZ 30, Center-D.Muhlbach, downed by DET-S.Longa."
2017091004,1878,2,1:53:00,1,10,ARI,ARI,30,EMPTY,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,15,I,NA,0,(1:53) (Shotgun) C.Palmer pass incomplete short left to L.Fitzgerald (Q.Diggs).
2017091004,1900,2,1:49:00,2,10,ARI,ARI,30,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,12,C,0,12,(1:49) (Shotgun) C.Palmer pass short right to J.Brown to ARZ 42 for 12 yards (N.Lawson).
2017091004,1924,2,1:30:00,1,10,ARI,ARI,42,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,11,C,0,11,"(1:30) (No Huddle, Shotgun) C.Palmer pass short right to J.Brown ran ob at DET 47 for 11 yards."
2017091004,1958,2,1:25:00,1,10,ARI,DET,47,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,12,C,6,18,"(1:25) (No Huddle, Shotgun) C.Palmer pass short middle to L.Fitzgerald to DET 29 for 18 yards (G.Quin)."
2017091004,2037,2,1:16:00,1,10,ARI,DET,26,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,12,I,NA,0,(1:16) (Shotgun) C.Palmer pass incomplete short right to J.Brown.
2017091004,2059,2,1:11:00,2,10,ARI,DET,26,SHOTGUN,"1 RB, 1 TE, 3 WR",6,NA,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,NA,NA,NA,3,(1:11) (Shotgun) Da.Johnson left end pushed ob at DET 23 for 3 yards (J.Davis).
2017091004,2081,2,1:04:00,3,7,ARI,DET,23,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"4 DL, 1 LB, 6 DB",6,10,6,10,FALSE,FALSE,NA,NA,9,C,0,9,(1:04) (Shotgun) C.Palmer pass short right to J.Brown ran ob at DET 14 for 9 yards.
2017091004,2122,2,0:59:00,1,10,ARI,DET,14,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,14,I,NA,0,(:59) (Shotgun) C.Palmer pass incomplete short middle to J.Gresham.
2017091004,2144,2,0:55:00,2,10,ARI,DET,14,EMPTY,"1 RB, 0 TE, 4 WR",4,3,"4 DL, 2 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,4,I,NA,0,(:55) (Shotgun) C.Palmer pass incomplete short middle to L.Fitzgerald.
2017091004,2166,2,0:51:00,3,10,ARI,DET,14,EMPTY,"1 RB, 1 TE, 3 WR",5,3,"4 DL, 1 LB, 6 DB",6,10,6,10,FALSE,FALSE,NA,NA,14,I,NA,0,(:51) (Shotgun) C.Palmer pass incomplete short right to J.Brown [J.Ledbetter].
2017091004,2188,2,0:44:00,4,10,ARI,DET,14,NA,NA,NA,NA,NA,6,10,6,10,FALSE,TRUE,Field Goal,NA,NA,NA,NA,-8,"(:44) P.Dawson 32 yard field goal is No Good, Hit Left Upright, Center-A.Brewer, Holder-A.Lee."
2017091004,2208,2,0:39:00,1,10,DET,DET,22,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,1,C,12,13,(:39) (Shotgun) M.Stafford pass short middle to T.Riddick to DET 35 for 13 yards (P.Peterson; T.Branch).
2017091004,2249,2,0:32:00,1,10,DET,DET,35,SHOTGUN,"1 RB, 1 TE, 3 WR",6,5,"2 DL, 4 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,11,I,NA,0,(:32) (Shotgun) M.Stafford pass incomplete short left to E.Ebron (T.Branch).
2017091004,2271,2,0:28:00,2,10,DET,DET,35,SHOTGUN,"1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,13,I,NA,0,(:28) (Shotgun) M.Stafford pass incomplete short left to K.Golladay.
2017091004,2293,2,0:24:00,3,10,DET,DET,35,SHOTGUN,"1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,11,C,8,19,(:24) (Shotgun) M.Stafford pass short middle to G.Tate to ARZ 46 for 19 yards (A.Bethea).
2017091004,2334,2,0:17:00,1,10,DET,ARI,46,SHOTGUN,"1 RB, 1 TE, 3 WR",7,5,"2 DL, 4 LB, 5 DB",6,10,6,10,FALSE,FALSE,NA,NA,1,I,NA,0,(:17) (Shotgun) M.Stafford pass incomplete short middle to A.Abdullah [C.Jones].
